repo_key,category,repo_slug,repo_name,origin_url,github_owner,github_repo
category4_surface_mentions/sheeki03__tirith,category4_surface_mentions,sheeki03__tirith,sheeki03__tirith,https://github.com/sheeki03/tirith.git,sheeki03,tirith
category4_surface_mentions/sickn33__antigravity-awesome-skills,category4_surface_mentions,sickn33__antigravity-awesome-skills,sickn33__antigravity-awesome-skills,https://github.com/sickn33/antigravity-awesome-skills.git,sickn33,antigravity-awesome-skills
category4_surface_mentions/silverstein__minutes,category4_surface_mentions,silverstein__minutes,silverstein__minutes,https://github.com/silverstein/minutes.git,silverstein,minutes
category4_surface_mentions/sirmalloc__ccstatusline,category4_surface_mentions,sirmalloc__ccstatusline,sirmalloc__ccstatusline,https://github.com/sirmalloc/ccstatusline.git,sirmalloc,ccstatusline
category4_surface_mentions/snarktank__antfarm,category4_surface_mentions,snarktank__antfarm,snarktank__antfarm,https://github.com/snarktank/antfarm.git,snarktank,antfarm
category4_surface_mentions/snarktank__clawchief,category4_surface_mentions,snarktank__clawchief,snarktank__clawchief,https://github.com/snarktank/clawchief.git,snarktank,clawchief
category4_surface_mentions/snarktank__ralph,category4_surface_mentions,snarktank__ralph,snarktank__ralph,https://github.com/snarktank/ralph.git,snarktank,ralph
category4_surface_mentions/snwfdhmp__awesome-ralph,category4_surface_mentions,snwfdhmp__awesome-ralph,snwfdhmp__awesome-ralph,https://github.com/snwfdhmp/awesome-ralph.git,snwfdhmp,awesome-ralph
category4_surface_mentions/spacedriveapp__spacebot,category4_surface_mentions,spacedriveapp__spacebot,spacedriveapp__spacebot,https://github.com/spacedriveapp/spacebot.git,spacedriveapp,spacebot
category4_surface_mentions/spree__spree,category4_surface_mentions,spree__spree,spree__spree,https://github.com/spree/spree.git,spree,spree
category4_surface_mentions/stackql__stackql,category4_surface_mentions,stackql__stackql,stackql__stackql,https://github.com/stackql/stackql.git,stackql,stackql
category4_surface_mentions/steipete__agent-scripts,category4_surface_mentions,steipete__agent-scripts,steipete__agent-scripts,https://github.com/steipete/agent-scripts.git,steipete,agent-scripts
category4_surface_mentions/steipete__oracle,category4_surface_mentions,steipete__oracle,steipete__oracle,https://github.com/steipete/oracle.git,steipete,oracle
category4_surface_mentions/stellarlinkco__myclaude,category4_surface_mentions,stellarlinkco__myclaude,stellarlinkco__myclaude,https://github.com/stellarlinkco/myclaude.git,stellarlinkco,myclaude
category4_surface_mentions/study8677__antigravity-workspace-template,category4_surface_mentions,study8677__antigravity-workspace-template,study8677__antigravity-workspace-template,https://github.com/study8677/antigravity-workspace-template.git,study8677,antigravity-workspace-template
category4_surface_mentions/subsy__ralph-tui,category4_surface_mentions,subsy__ralph-tui,subsy__ralph-tui,https://github.com/subsy/ralph-tui.git,subsy,ralph-tui
category4_surface_mentions/sugyan__claude-code-webui,category4_surface_mentions,sugyan__claude-code-webui,sugyan__claude-code-webui,https://github.com/sugyan/claude-code-webui.git,sugyan,claude-code-webui
category4_surface_mentions/superagent-ai__grok-cli,category4_surface_mentions,superagent-ai__grok-cli,superagent-ai__grok-cli,https://github.com/superagent-ai/grok-cli.git,superagent-ai,grok-cli
category4_surface_mentions/suyiiyii__AutoGLM-GUI,category4_surface_mentions,suyiiyii__AutoGLM-GUI,suyiiyii__AutoGLM-GUI,https://github.com/suyiiyii/AutoGLM-GUI.git,suyiiyii,AutoGLM-GUI
category4_surface_mentions/swyxio__ai-notes,category4_surface_mentions,swyxio__ai-notes,swyxio__ai-notes,https://github.com/swyxio/ai-notes.git,swyxio,ai-notes
category4_surface_mentions/synthetic-lab__octofriend,category4_surface_mentions,synthetic-lab__octofriend,synthetic-lab__octofriend,https://github.com/synthetic-lab/octofriend.git,synthetic-lab,octofriend
category4_surface_mentions/tailcallhq__forgecode,category4_surface_mentions,tailcallhq__forgecode,tailcallhq__forgecode,https://github.com/tailcallhq/forgecode.git,tailcallhq,forgecode
category4_surface_mentions/tair-opensource__RedisShake,category4_surface_mentions,tair-opensource__RedisShake,tair-opensource__RedisShake,https://github.com/tair-opensource/RedisShake.git,tair-opensource,RedisShake
category4_surface_mentions/tanweai__pua,category4_surface_mentions,tanweai__pua,tanweai__pua,https://github.com/tanweai/pua.git,tanweai,pua
category4_surface_mentions/tarampampam__error-pages,category4_surface_mentions,tarampampam__error-pages,tarampampam__error-pages,https://github.com/tarampampam/error-pages.git,tarampampam,error-pages
category4_surface_mentions/telepresenceio__telepresence,category4_surface_mentions,telepresenceio__telepresence,telepresenceio__telepresence,https://github.com/telepresenceio/telepresence.git,telepresenceio,telepresence
category4_surface_mentions/teng-lin__notebooklm-py,category4_surface_mentions,teng-lin__notebooklm-py,teng-lin__notebooklm-py,https://github.com/teng-lin/notebooklm-py.git,teng-lin,notebooklm-py
category4_surface_mentions/tfredrich__RestApiTutorial.com,category4_surface_mentions,tfredrich__RestApiTutorial.com,tfredrich__RestApiTutorial.com,https://github.com/tfredrich/RestApiTutorial.com.git,tfredrich,RestApiTutorial.com
category4_surface_mentions/thefrontside__effection,category4_surface_mentions,thefrontside__effection,thefrontside__effection,https://github.com/thefrontside/effection.git,thefrontside,effection
category4_surface_mentions/thinh-vu__vnstock,category4_surface_mentions,thinh-vu__vnstock,thinh-vu__vnstock,https://github.com/thinh-vu/vnstock.git,thinh-vu,vnstock
category4_surface_mentions/tibbar213__team-manage,category4_surface_mentions,tibbar213__team-manage,tibbar213__team-manage,https://github.com/tibbar213/team-manage.git,tibbar213,team-manage
category4_surface_mentions/tradesdontlie__tradingview-mcp,category4_surface_mentions,tradesdontlie__tradingview-mcp,tradesdontlie__tradingview-mcp,https://github.com/tradesdontlie/tradingview-mcp.git,tradesdontlie,tradingview-mcp
category4_surface_mentions/trailofbits__claude-code-config,category4_surface_mentions,trailofbits__claude-code-config,trailofbits__claude-code-config,https://github.com/trailofbits/claude-code-config.git,trailofbits,claude-code-config
category4_surface_mentions/trailofbits__skills,category4_surface_mentions,trailofbits__skills,trailofbits__skills,https://github.com/trailofbits/skills.git,trailofbits,skills
category4_surface_mentions/tw93__Waza,category4_surface_mentions,tw93__Waza,tw93__Waza,https://github.com/tw93/Waza.git,tw93,Waza
category4_surface_mentions/twostraws__Swift-Agent-Skills,category4_surface_mentions,twostraws__Swift-Agent-Skills,twostraws__Swift-Agent-Skills,https://github.com/twostraws/Swift-Agent-Skills.git,twostraws,Swift-Agent-Skills
category4_surface_mentions/twostraws__SwiftAgents,category4_surface_mentions,twostraws__SwiftAgents,twostraws__SwiftAgents,https://github.com/twostraws/SwiftAgents.git,twostraws,SwiftAgents
category4_surface_mentions/twostraws__SwiftUI-Agent-Skill,category4_surface_mentions,twostraws__SwiftUI-Agent-Skill,twostraws__SwiftUI-Agent-Skill,https://github.com/twostraws/SwiftUI-Agent-Skill.git,twostraws,SwiftUI-Agent-Skill
category4_surface_mentions/uhub__awesome-chatgpt,category4_surface_mentions,uhub__awesome-chatgpt,uhub__awesome-chatgpt,https://github.com/uhub/awesome-chatgpt.git,uhub,awesome-chatgpt
category4_surface_mentions/umputun__ralphex,category4_surface_mentions,umputun__ralphex,umputun__ralphex,https://github.com/umputun/ralphex.git,umputun,ralphex
category4_surface_mentions/upstash__context7,category4_surface_mentions,upstash__context7,upstash__context7,https://github.com/upstash/context7.git,upstash,context7
category4_surface_mentions/vczh-libraries__Release,category4_surface_mentions,vczh-libraries__Release,vczh-libraries__Release,https://github.com/vczh-libraries/Release.git,vczh-libraries,Release
category4_surface_mentions/vercel-labs__agent-browser,category4_surface_mentions,vercel-labs__agent-browser,vercel-labs__agent-browser,https://github.com/vercel-labs/agent-browser.git,vercel-labs,agent-browser
category4_surface_mentions/vercel-labs__just-bash,category4_surface_mentions,vercel-labs__just-bash,vercel-labs__just-bash,https://github.com/vercel-labs/just-bash.git,vercel-labs,just-bash
category4_surface_mentions/vijaythecoder__awesome-claude-agents,category4_surface_mentions,vijaythecoder__awesome-claude-agents,vijaythecoder__awesome-claude-agents,https://github.com/vijaythecoder/awesome-claude-agents.git,vijaythecoder,awesome-claude-agents
category4_surface_mentions/viperrcrypto__Siftly,category4_surface_mentions,viperrcrypto__Siftly,viperrcrypto__Siftly,https://github.com/viperrcrypto/Siftly.git,viperrcrypto,Siftly
category4_surface_mentions/vllm-project__semantic-router,category4_surface_mentions,vllm-project__semantic-router,vllm-project__semantic-router,https://github.com/vllm-project/semantic-router.git,vllm-project,semantic-router
category4_surface_mentions/vnotex__vnote,category4_surface_mentions,vnotex__vnote,vnotex__vnote,https://github.com/vnotex/vnote.git,vnotex,vnote
category4_surface_mentions/vstorm-co__full-stack-ai-agent-template,category4_surface_mentions,vstorm-co__full-stack-ai-agent-template,vstorm-co__full-stack-ai-agent-template,https://github.com/vstorm-co/full-stack-ai-agent-template.git,vstorm-co,full-stack-ai-agent-template
category4_surface_mentions/walkinglabs__awesome-harness-engineering,category4_surface_mentions,walkinglabs__awesome-harness-engineering,walkinglabs__awesome-harness-engineering,https://github.com/walkinglabs/awesome-harness-engineering.git,walkinglabs,awesome-harness-engineering
category4_surface_mentions/walkinglabs__learn-harness-engineering,category4_surface_mentions,walkinglabs__learn-harness-engineering,walkinglabs__learn-harness-engineering,https://github.com/walkinglabs/learn-harness-engineering.git,walkinglabs,learn-harness-engineering
category4_surface_mentions/wangzhe3224__awesome-systematic-trading,category4_surface_mentions,wangzhe3224__awesome-systematic-trading,wangzhe3224__awesome-systematic-trading,https://github.com/wangzhe3224/awesome-systematic-trading.git,wangzhe3224,awesome-systematic-trading
category4_surface_mentions/wanshuiyin__Auto-claude-code-research-in-sleep,category4_surface_mentions,wanshuiyin__Auto-claude-code-research-in-sleep,wanshuiyin__Auto-claude-code-research-in-sleep,https://github.com/wanshuiyin/Auto-claude-code-research-in-sleep.git,wanshuiyin,Auto-claude-code-research-in-sleep
category4_surface_mentions/wassim249__fastapi-langgraph-agent-production-ready-template,category4_surface_mentions,wassim249__fastapi-langgraph-agent-production-ready-template,wassim249__fastapi-langgraph-agent-production-ready-template,https://github.com/wassim249/fastapi-langgraph-agent-production-ready-template.git,wassim249,fastapi-langgraph-agent-production-ready-template
category4_surface_mentions/wbh604__UZI-Skill,category4_surface_mentions,wbh604__UZI-Skill,wbh604__UZI-Skill,https://github.com/wbh604/UZI-Skill.git,wbh604,UZI-Skill
category4_surface_mentions/webfuse-com__awesome-claude,category4_surface_mentions,webfuse-com__awesome-claude,webfuse-com__awesome-claude,https://github.com/webfuse-com/awesome-claude.git,webfuse-com,awesome-claude
category4_surface_mentions/wedow__ticket,category4_surface_mentions,wedow__ticket,wedow__ticket,https://github.com/wedow/ticket.git,wedow,ticket
category4_surface_mentions/wentorai__Research-Claw,category4_surface_mentions,wentorai__Research-Claw,wentorai__Research-Claw,https://github.com/wentorai/Research-Claw.git,wentorai,Research-Claw
category4_surface_mentions/wesammustafa__Claude-Code-Everything-You-Need-to-Know,category4_surface_mentions,wesammustafa__Claude-Code-Everything-You-Need-to-Know,wesammustafa__Claude-Code-Everything-You-Need-to-Know,https://github.com/wesammustafa/Claude-Code-Everything-You-Need-to-Know.git,wesammustafa,Claude-Code-Everything-You-Need-to-Know
category4_surface_mentions/winfunc__opcode,category4_surface_mentions,winfunc__opcode,winfunc__opcode,https://github.com/winfunc/opcode.git,winfunc,opcode
category4_surface_mentions/wprig__wprig,category4_surface_mentions,wprig__wprig,wprig__wprig,https://github.com/wprig/wprig.git,wprig,wprig
category4_surface_mentions/wquguru__harness-books,category4_surface_mentions,wquguru__harness-books,wquguru__harness-books,https://github.com/wquguru/harness-books.git,wquguru,harness-books
category4_surface_mentions/wuji-labs__nopua,category4_surface_mentions,wuji-labs__nopua,wuji-labs__nopua,https://github.com/wuji-labs/nopua.git,wuji-labs,nopua
category4_surface_mentions/xjtulyc__MedgeClaw,category4_surface_mentions,xjtulyc__MedgeClaw,xjtulyc__MedgeClaw,https://github.com/xjtulyc/MedgeClaw.git,xjtulyc,MedgeClaw
category4_surface_mentions/yayasoumah__pocket-server,category4_surface_mentions,yayasoumah__pocket-server,yayasoumah__pocket-server,https://github.com/yayasoumah/pocket-server.git,yayasoumah,pocket-server
category4_surface_mentions/yetone__avante.nvim,category4_surface_mentions,yetone__avante.nvim,yetone__avante.nvim,https://github.com/yetone/avante.nvim.git,yetone,avante.nvim
category4_surface_mentions/ykdojo__claude-code-tips,category4_surface_mentions,ykdojo__claude-code-tips,ykdojo__claude-code-tips,https://github.com/ykdojo/claude-code-tips.git,ykdojo,claude-code-tips
category4_surface_mentions/yohey-w__multi-agent-shogun,category4_surface_mentions,yohey-w__multi-agent-shogun,yohey-w__multi-agent-shogun,https://github.com/yohey-w/multi-agent-shogun.git,yohey-w,multi-agent-shogun
category4_surface_mentions/yologdev__yoyo-evolve,category4_surface_mentions,yologdev__yoyo-evolve,yologdev__yoyo-evolve,https://github.com/yologdev/yoyo-evolve.git,yologdev,yoyo-evolve
category4_surface_mentions/yournextstore__yournextstore,category4_surface_mentions,yournextstore__yournextstore,yournextstore__yournextstore,https://github.com/yournextstore/yournextstore.git,yournextstore,yournextstore
category4_surface_mentions/yugabyte__yugabyte-db,category4_surface_mentions,yugabyte__yugabyte-db,yugabyte__yugabyte-db,https://github.com/yugabyte/yugabyte-db.git,yugabyte,yugabyte-db
category4_surface_mentions/yutiansut__QUANTAXIS,category4_surface_mentions,yutiansut__QUANTAXIS,yutiansut__QUANTAXIS,https://github.com/yutiansut/QUANTAXIS.git,yutiansut,QUANTAXIS
category4_surface_mentions/zebbern__claude-code-guide,category4_surface_mentions,zebbern__claude-code-guide,zebbern__claude-code-guide,https://github.com/zebbern/claude-code-guide.git,zebbern,claude-code-guide
category4_surface_mentions/zeroclaw-labs__zeroclaw,category4_surface_mentions,zeroclaw-labs__zeroclaw,zeroclaw-labs__zeroclaw,https://github.com/zeroclaw-labs/zeroclaw.git,zeroclaw-labs,zeroclaw
category4_surface_mentions/zhanymkanov__fastapi-best-practices,category4_surface_mentions,zhanymkanov__fastapi-best-practices,zhanymkanov__fastapi-best-practices,https://github.com/zhanymkanov/fastapi-best-practices.git,zhanymkanov,fastapi-best-practices
